jd,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,F10,F81,S10,S10B,XM10,XM10B
2458656.0,3,7,7,7,7,3,7,7,66.5,68.2,55.8,58.0,68.1,70.3
2458657.0,3,7,7,3,0,3,3,0,66.4,68.1,56.0,58.0,66.0,70.1
2458658.0,0,3,3,3,3,3,3,3,67.2,68.0,56.3,57.9,65.7,70.0
2458659.0,7,7,3,3,7,3,7,3,67.9,67.8,57.3,57.9,67.6,69.9
2458660.0,3,0,3,3,3,0,3,3,67.9,67.8,58.0,57.8,69.3,69.8
2458661.0,7,7,7,7,3,3,0,3,68.0,67.7,58.2,57.8,68.6,69.7
2458662.0,3,3,0,3,3,3,3,3,67.0,67.6,58.2,57.7,70.3,69.7
2458663.0,7,7,3,3,3,3,3,3,68.1,67.6,58.9,57.7,70.8,69.7
2458664.0,3,3,3,0,3,3,3,3,67.6,67.6,58.9,57.7,70.8,69.8
2458665.0,15,3,0,3,3,3,0,3,67.4,67.6,58.7,57.7,73.3,69.8
2458666.0,15,15,15,7,7,3,3,7,68.2,67.6,59.3,57.7,74.6,69.8
2458667.0,7,3,3,3,3,7,7,3,67.3,67.6,59.0,57.7,73.3,69.9
2458668.0,0,3,7,7,3,7,3,3,66.9,67.6,58.7,57.7,73.7,69.9
2458669.0,0,3,3,3,7,7,7,7,67.6,67.6,58.7,57.7,72.9,69.9
2458670.0,7,3,3,7,7,3,0,3,66.8,67.6,58.6,57.6,71.9,69.9
2458671.0,3,7,3,3,3,3,0,3,66.5,67.6,57.9,57.6,71.3,69.9
2458672.0,3,3,7,3,3,3,3,7,67.3,67.6,58.4,57.6,72.0,69.9
2458673.0,15,7,3,3,3,0,27,15,66.5,67.6,57.9,57.6,70.5,69.9
2458674.0,15,7,7,7,7,15,48,27,67.5,67.6,57.6,57.6,69.7,69.9
2458675.0,7,27,48,15,7,7,3,7,67.8,67.6,56.6,57.6,68.5,69.9
2458676.0,15,7,15,7,3,3,3,3,67.1,67.6,56.5,57.6,67.5,69.9
2458677.0,3,7,7,7,3,3,3,3,66.8,67.5,56.4,57.5,65.8,69.8
2458678.0,0,3,3,7,7,7,7,7,66.0,67.5,56.0,57.5,66.3,69.8
2458679.0,7,3,3,3,3,3,3,7,67.2,67.4,56.2,57.4,67.7,69.7
2458680.0,15,7,3,15,7,3,7,0,66.9,67.4,56.4,57.3,66.7,69.6
2458681.0,0,3,3,3,3,3,3,3,67.2,67.3,56.4,57.3,68.5,69.5
2458682.0,3,7,7,7,7,3,3,7,67.8,67.3,56.2,57.2,67.8,69.3
2458683.0,0,3,3,3,3,3,0,3,67.0,67.3,55.5,57.2,65.2,69.2
2458684.0,3,3,0,7,3,3,3,3,66.7,67.2,55.3,57.1,65.0,69.1
2458685.0,0,0,3,3,3,3,3,3,67.0,67.2,56.1,57.1,66.7,69.0
2458686.0,3,3,3,7,3,7,15,15,67.7,67.2,56.7,57.0,66.2,68.9
2458687.0,7,7,15,15,7,7,7,3,67.3,67.1,57.2,57.0,69.3,68.8
2458688.0,3,7,7,7,7,3,3,7,67.4,67.1,57.3,56.9,69.7,68.8
2458689.0,7,3,0,3,7,3,3,7,67.8,67.1,58.2,56.9,73.2,68.8
2458690.0,3,0,0,3,3,3,0,3,68.2,67.1,58.2,56.9,72.2,68.8
2458691.0,0,0,3,3,3,3,3,3,67.6,67.1,57.8,56.9,68.9,68.8
2458692.0,3,3,0,7,3,3,7,3,66.7,67.2,57.4,56.9,70.0,68.8
2458693.0,3,7,3,3,3,3,3,0,67.1,67.2,57.7,56.9,71.3,68.8
2458694.0,7,7,7,3,3,3,0,3,66.1,67.2,57.3,57.0,70.5,68.9
2458695.0,3,0,3,0,15,15,7,15,66.2,67.2,57.5,57.0,69.2,68.9
2458696.0,15,7,15,7,7,3,3,7,66.9,67.2,57.5,57.0,69.5,68.9
2458697.0,15,7,7,3,3,3,7,15,66.8,67.3,57.4,57.0,70.2,68.9
2458698.0,3,7,3,3,3,3,3,3,66.9,67.3,57.0,57.0,68.1,68.9
2458699.0,3,3,0,3,0,3,3,0,65.7,67.3,56.8,57.0,70.1,68.9
2458700.0,3,3,7,3,3,3,0,7,66.9,67.3,56.5,57.0,68.7,68.9
2458701.0,3,15,48,48,48,48,27,27,68.1,67.3,57.5,56.9,69.4,68.8
2458702.0,15,15,7,15,7,7,3,15,68.1,67.3,57.1,56.9,70.7,68.8
2458703.0,7,7,3,3,3,3,3,7,68.0,67.4,56.5,56.9,68.7,68.8
2458704.0,7,7,7,3,15,7,3,3,68.6,67.3,57.3,56.9,68.4,68.8
2458705.0,3,3,7,7,7,7,7,15,67.2,67.3,57.0,56.8,69.1,68.7
2458706.0,15,7,7,7,3,3,7,7,67.2,67.3,56.9,56.8,70.4,68.6
2458707.0,3,3,7,7,15,3,3,7,67.6,67.3,56.5,56.8,67.9,68.6
2458708.0,3,3,3,7,7,3,3,7,67.2,67.3,55.7,56.8,67.4,68.5
2458709.0,7,7,3,7,7,7,3,7,66.8,67.3,55.3,56.7,67.5,68.4
2458710.0,7,3,3,7,3,3,3,3,67.4,67.3,55.8,56.7,68.8,68.4
2458711.0,0,3,3,3,3,3,3,7,67.6,67.3,56.6,56.7,69.3,68.3
2458712.0,3,3,7,15,3,3,3,3,67.5,67.3,56.7,56.6,67.8,68.3
2458713.0,3,7,3,3,3,3,0,3,68.0,67.3,56.3,56.6,68.3,68.2
2458714.0,15,7,7,3,3,3,3,3,67.5,67.3,56.5,56.6,66.5,68.2
2458715.0,3,7,3,3,3,3,0,3,67.7,67.3,57.0,56.5,70.4,68.1
2458716.0,7,7,3,3,7,3,0,3,67.3,67.3,56.9,56.5,67.4,68.1
2458717.0,3,7,3,3,3,3,3,0,66.8,67.3,56.6,56.5,67.7,68.1
2458718.0,7,3,7,7,3,3,7,7,65.7,67.4,56.4,56.5,69.7,68.1
2458719.0,3,7,7,3,0,0,3,3,66.5,67.4,56.4,56.5,68.8,68.2
2458720.0,7,7,3,7,3,3,3,0,66.3,67.4,56.3,56.5,68.6,68.2
2458721.0,3,3,7,3,3,3,0,7,66.0,67.4,56.4,56.5,68.8,68.2
2458722.0,7,3,3,7,3,3,3,7,65.8,67.4,56.0,56.5,66.6,68.2
2458723.0,15,15,7,15,7,7,7,7,66.1,67.4,56.0,56.5,67.2,68.2
2458724.0,7,7,7,3,3,3,0,3,65.9,67.4,55.8,56.5,67.7,68.3
2458725.0,3,0,0,3,3,3,3,3,65.9,67.4,56.2,56.6,67.5,68.3
2458726.0,7,3,3,3,15,15,15,15,66.5,67.4,56.5,56.6,68.6,68.3
2458727.0,27,48,27,48,80,27,27,27,66.4,67.4,56.2,56.6,67.0,68.4
2458728.0,48,48,48,48,80,27,48,48,67.1,67.5,55.9,56.5,67.2,68.3
2458729.0,48,27,27,15,7,15,27,15,68.8,67.5,56.4,56.5,68.1,68.3
2458730.0,15,15,15,15,7,3,3,7,68.6,67.5,56.1,56.5,68.7,68.3
2458731.0,15,15,15,7,7,7,15,7,68.6,67.4,56.9,56.5,66.4,68.2
2458732.0,27,27,15,15,7,3,7,7,68.3,67.4,56.9,56.4,66.9,68.2
2458733.0,7,27,7,15,3,3,3,3,68.9,67.4,57.0,56.4,68.8,68.2
2458734.0,3,3,15,7,7,7,7,7,68.0,67.4,57.2,56.4,69.0,68.2
2458735.0,7,15,15,7,7,7,7,15,67.5,67.4,56.7,56.4,66.7,68.1
2458736.0,15,7,15,27,15,15,0,15,68.8,67.4,56.8,56.4,67.6,68.2
2458737.0,7,7,3,7,7,0,0,0,70.0,67.4,56.7,56.3,67.8,68.1
2458738.0,3,3,7,7,3,3,3,3,68.1,67.3,56.3,56.3,67.0,68.1
2458739.0,3,3,7,15,7,7,7,3,69.4,67.3,55.9,56.3,65.0,68.1
2458740.0,7,15,15,3,7,3,7,3,68.3,67.3,56.3,56.3,66.9,68.1
2458741.0,3,7,7,7,3,3,7,15,68.6,67.3,56.3,56.3,66.0,68.1
2458742.0,7,15,7,7,3,7,7,15,67.7,67.3,56.6,56.2,67.9,68.0
2458743.0,27,27,3,3,3,7,7,7,68.7,67.3,56.2,56.2,67.7,68.0
2458744.0,27,3,3,3,3,3,7,27,67.5,67.3,56.4,56.2,68.5,68.0
2458745.0,15,7,7,7,15,3,3,7,66.3,67.3,56.7,56.2,66.9,68.0
2458746.0,3,3,3,3,3,3,3,3,67.1,67.4,56.2,56.2,67.9,68.0
2458747.0,7,3,3,3,3,3,3,3,67.2,67.4,56.5,56.2,67.4,68.0
2458748.0,7,7,15,7,7,3,3,3,67.7,67.4,56.9,56.2,69.9,68.0
2458749.0,7,7,0,0,0,3,3,3,68.3,67.5,56.3,56.2,67.4,68.0
2458750.0,0,0,0,3,3,3,3,3,66.1,67.5,55.8,56.2,67.4,68.0
2458751.0,15,15,7,3,15,27,15,3,67.1,67.5,55.7,56.2,67.5,68.1
2458752.0,3,3,7,7,3,3,3,3,67.5,67.6,56.0,56.2,66.9,68.1
2458753.0,15,3,3,0,3,0,0,3,67.1,67.6,55.8,56.2,67.2,68.1
2458754.0,3,7,7,3,15,27,48,48,66.4,67.6,55.9,56.2,66.9,68.1
2458755.0,15,48,48,48,27,15,27,27,67.3,67.7,55.6,56.2,66.9,68.2
2458756.0,7,15,7,7,3,15,15,27,67.4,67.7,55.2,56.2,67.2,68.2
2458757.0,15,27,27,15,7,15,7,7,67.9,67.7,55.8,56.2,67.3,68.2
2458758.0,27,27,15,15,3,0,3,3,68.7,67.8,56.2,56.2,68.8,68.2
2458759.0,15,0,0,7,15,3,3,7,68.3,67.8,56.5,56.2,68.5,68.2
2458760.0,7,3,7,3,3,3,7,3,68.2,67.9,56.5,56.2,68.1,68.2
2458761.0,7,7,15,7,7,7,7,3,68.1,67.9,56.5,56.2,70.1,68.2
2458762.0,3,7,7,7,7,7,7,15,67.8,68.0,56.7,56.2,70.4,68.3
2458763.0,7,7,7,7,3,3,0,0,67.4,68.0,56.2,56.2,67.8,68.3
2458764.0,3,3,3,3,7,7,7,7,67.7,68.1,56.2,56.2,68.5,68.4
2458765.0,7,7,7,3,3,3,7,3,67.1,68.1,56.3,56.2,69.1,68.4
2458766.0,7,15,7,27,7,3,3,7,68.1,68.2,56.2,56.3,67.7,68.5
2458767.0,7,27,27,7,7,15,7,7,67.5,68.2,56.0,56.3,67.4,68.4
2458768.0,3,3,7,7,7,15,7,7,68.5,68.3,56.0,56.3,67.2,68.5
2458769.0,7,7,3,7,7,0,3,3,68.3,68.3,56.3,56.3,69.1,68.5
2458770.0,3,0,0,0,0,0,3,0,67.2,68.3,56.2,56.3,68.7,68.6
2458771.0,3,7,3,3,3,7,7,3,66.2,68.3,55.8,56.3,69.0,68.6
2458772.0,15,3,3,3,0,3,7,7,67.2,68.4,55.9,56.3,69.9,68.6
2458773.0,7,7,15,7,3,3,7,7,66.3,68.4,55.9,56.3,65.1,68.7
2458774.0,7,7,7,7,3,3,3,3,66.1,68.4,55.9,56.3,69.6,68.7
2458775.0,3,7,7,7,7,3,3,7,66.1,68.4,56.0,56.3,68.3,68.7
2458776.0,3,3,3,7,7,7,7,3,66.0,68.5,56.0,56.2,71.1,68.8
2458777.0,7,7,7,3,3,3,3,15,65.0,68.5,55.2,56.2,68.1,68.8
2458778.0,15,3,3,7,3,0,3,3,64.0,68.5,55.0,56.2,66.9,68.8
2458779.0,0,0,3,0,3,3,3,0,65.6,68.5,55.2,56.2,67.6,68.8
2458780.0,3,0,0,0,0,3,3,0,64.5,68.5,55.3,56.2,67.6,68.9
2458781.0,0,7,3,27,15,27,27,27,65.0,68.6,55.7,56.2,69.7,68.9
2458782.0,48,27,80,48,15,15,15,15,68.6,68.6,55.3,56.2,66.1,68.9
2458783.0,15,15,27,48,27,27,27,27,68.6,68.6,55.5,56.2,69.4,68.9
2458784.0,27,15,15,7,7,15,15,15,68.8,68.6,55.7,56.2,68.6,69.0
2458785.0,15,15,15,7,7,7,15,7,69.4,68.7,56.1,56.2,68.1,69.0
2458786.0,15,15,3,3,3,7,7,3,69.2,68.7,56.5,56.2,69.7,69.0
2458787.0,3,7,7,7,15,15,15,7,69.7,68.8,56.2,56.2,69.6,69.0
2458788.0,27,3,0,3,3,3,15,3,71.2,68.8,56.5,56.2,69.0,69.0
2458789.0,7,7,3,3,3,0,0,0,70.7,68.9,57.0,56.2,68.7,69.0
2458790.0,0,0,0,0,0,0,0,3,70.7,68.9,57.2,56.2,68.4,69.0
2458791.0,7,3,0,0,0,0,0,0,69.4,68.9,57.2,56.2,71.2,69.0
2458792.0,3,3,7,3,3,3,3,3,70.8,69.0,56.9,56.2,69.0,69.1
2458793.0,7,3,3,3,3,7,7,7,70.4,69.0,56.9,56.2,70.1,69.1
2458794.0,7,3,0,3,7,3,3,15,69.3,69.0,57.0,56.2,71.5,69.2
2458795.0,7,7,3,3,0,3,3,3,69.8,69.1,56.6,56.2,70.1,69.2
2458796.0,3,0,0,3,3,3,3,3,70.2,69.1,56.3,56.2,69.2,69.2
2458797.0,7,7,0,0,3,3,3,7,69.6,69.2,56.3,56.2,69.2,69.2
2458798.0,3,3,7,3,3,0,0,0,70.8,69.2,56.3,56.2,70.1,69.2
2458799.0,0,3,7,15,7,7,7,7,69.5,69.2,56.0,56.2,69.0,69.2
2458800.0,7,3,3,3,3,3,3,0,70.8,69.3,56.2,56.2,68.4,69.2
2458801.0,0,0,0,0,0,0,3,3,71.1,69.3,56.9,56.2,70.7,69.2
2458802.0,7,3,3,3,3,0,3,0,69.9,69.4,56.8,56.2,70.7,69.3
2458803.0,0,3,0,3,0,3,7,3,70.0,69.4,56.2,56.3,72.4,69.2
2458804.0,7,7,3,3,3,7,7,7,69.7,69.5,56.6,56.3,71.5,69.3
2458805.0,7,3,3,0,0,3,3,15,70.1,69.5,56.4,56.3,69.9,69.3
2458806.0,0,0,0,0,0,0,3,0,70.4,69.6,56.4,56.3,70.4,69.3
2458807.0,0,3,0,0,0,3,3,0,69.2,69.6,56.8,56.3,68.1,69.3
2458808.0,0,3,0,0,0,0,0,3,70.2,69.7,56.5,56.3,69.3,69.3
2458809.0,7,7,7,7,7,15,15,27,70.8,69.7,57.1,56.3,72.9,69.3
2458810.0,27,7,7,7,15,15,15,7,69.6,69.8,56.4,56.3,70.1,69.2
2458811.0,15,7,7,15,15,7,15,7,70.2,69.8,56.5,56.3,70.1,69.3
2458812.0,15,15,15,7,7,15,3,15,70.6,69.9,56.6,56.3,70.2,69.2
2458813.0,7,3,7,7,3,3,3,7,69.5,69.9,56.1,56.3,69.6,69.2
2458814.0,7,7,0,0,0,3,3,3,70.4,70.0,56.6,56.3,68.4,69.3
2458815.0,3,3,3,3,3,7,7,3,71.5,70.1,56.8,56.3,72.2,69.3
2458816.0,7,0,3,0,3,3,7,3,70.2,70.1,56.2,56.3,71.0,69.3
2458817.0,3,3,0,3,3,3,7,15,69.8,70.2,55.3,56.4,68.5,69.3
2458818.0,7,3,3,0,3,3,7,7,70.4,70.3,55.7,56.4,68.4,69.4
2458819.0,3,3,0,0,3,3,7,7,71.2,70.4,56.2,56.5,69.1,69.4
2458820.0,0,3,3,0,0,0,0,0,70.4,70.5,56.2,56.5,69.4,69.5
2458821.0,0,0,0,0,0,0,0,3,69.9,70.6,56.2,56.5,69.0,69.6
2458822.0,3,7,3,3,3,0,3,0,69.6,70.7,55.8,56.6,69.6,69.6
2458823.0,0,0,0,3,3,3,3,0,70.7,70.8,55.6,56.6,70.1,69.6
2458824.0,0,7,3,3,3,3,3,3,70.3,70.8,55.8,56.6,70.3,69.6
2458825.0,3,0,0,3,0,0,3,3,70.2,70.8,56.2,56.6,69.2,69.6
2458826.0,0,0,0,0,3,3,3,3,71.6,70.8,56.3,56.6,69.4,69.6
2458827.0,15,3,0,0,0,3,0,7,70.7,70.9,56.2,56.6,68.1,69.5
2458828.0,3,7,3,3,0,0,3,3,70.6,70.9,56.5,56.6,69.2,69.5
2458829.0,15,7,0,3,3,7,3,7,70.7,70.9,56.4,56.6,68.1,69.4
2458830.0,3,3,7,3,0,0,3,7,71.0,70.9,55.8,56.6,69.0,69.4
2458831.0,3,7,3,3,0,0,3,0,69.0,70.9,55.7,56.6,67.1,69.4
2458832.0,3,0,3,0,0,0,0,7,70.0,70.9,56.5,56.6,71.7,69.3
2458833.0,7,7,3,3,0,3,3,7,71.0,70.9,56.7,56.6,70.1,69.3
2458834.0,0,0,0,0,3,3,0,0,70.0,70.9,56.7,56.6,69.7,69.2
2458835.0,0,0,3,3,0,0,0,0,71.0,71.0,56.4,56.6,70.6,69.2
2458836.0,3,7,3,15,27,27,15,7,70.0,71.0,56.2,56.6,68.4,69.2
2458837.0,15,27,27,15,7,7,7,3,70.0,71.1,56.0,56.6,69.0,69.2
2458838.0,7,3,3,0,7,7,3,7,71.0,71.2,55.7,56.7,66.0,69.2
2458839.0,7,0,7,3,3,0,3,3,70.6,71.2,56.2,56.7,69.9,69.2
2458840.0,3,0,7,0,0,0,3,3,71.0,71.2,56.7,56.7,68.7,69.3
2458841.0,0,7,0,7,3,3,0,0,72.6,71.3,57.0,56.7,68.3,69.3
2458842.0,7,0,3,3,0,0,0,0,72.7,71.3,57.3,56.7,71.2,69.3
2458843.0,0,0,0,3,0,3,7,7,72.1,71.3,57.0,56.7,67.7,69.3
2458844.0,15,3,3,3,0,3,3,3,72.1,71.3,57.4,56.7,70.6,69.2
2458845.0,3,3,3,3,0,0,3,0,72.4,71.3,57.3,56.7,68.6,69.1
2458846.0,3,0,0,0,0,0,0,3,72.2,71.3,57.1,56.7,70.1,69.1
2458847.0,0,0,0,0,0,0,0,3,72.0,71.3,56.8,56.7,68.2,69.1
2458848.0,3,3,0,3,0,3,3,3,70.9,71.4,56.3,56.7,68.7,69.1
2458849.0,3,7,3,3,3,3,3,3,70.5,71.4,56.0,56.7,67.3,69.0
2458850.0,0,0,0,3,3,3,3,3,71.8,71.4,55.9,56.7,65.1,69.0
2458851.0,0,0,3,3,0,3,3,3,71.9,71.4,56.0,56.7,69.0,68.9
2458852.0,3,3,15,7,3,3,3,7,71.2,71.4,56.5,56.7,68.5,68.9
2458853.0,7,3,3,3,3,7,7,15,72.2,71.4,56.6,56.7,69.5,68.8
2458854.0,7,3,7,3,7,7,27,15,71.8,71.4,56.8,56.7,69.0,68.7
2458855.0,27,15,7,3,0,3,15,7,70.5,71.4,56.7,56.7,68.0,68.7
2458856.0,3,7,3,3,3,3,7,7,71.6,71.4,57.1,56.7,69.6,68.6
2458857.0,3,3,3,3,7,15,7,7,73.7,71.4,58.0,56.7,73.2,68.5
2458858.0,15,15,27,7,7,15,7,7,74.4,71.5,58.4,56.7,73.8,68.5
2458859.0,7,3,15,7,7,7,3,3,72.8,71.5,58.6,56.7,71.5,68.4
2458860.0,7,7,7,3,3,7,3,3,73.5,71.5,58.4,56.7,72.9,68.4
2458861.0,3,7,3,3,3,0,3,0,71.9,71.5,58.0,56.6,72.7,68.3
2458862.0,3,3,3,0,3,0,3,3,71.5,71.5,57.9,56.6,69.2,68.3
2458863.0,3,0,0,3,3,0,0,0,71.9,71.5,57.7,56.7,70.3,68.2
2458864.0,3,0,0,7,3,3,3,3,71.2,71.5,57.2,56.7,68.1,68.2
2458865.0,3,15,7,7,3,3,3,3,71.8,71.5,57.2,56.7,67.5,68.1
2458866.0,3,3,3,0,0,3,3,3,70.1,71.5,56.6,56.7,65.9,68.1
2458867.0,3,7,3,3,3,0,3,3,71.0,71.5,56.4,56.7,66.5,68.0
2458868.0,0,3,0,3,3,3,3,3,71.5,71.5,56.8,56.7,65.9,68.0
2458869.0,0,3,0,0,0,0,0,3,71.2,71.5,56.3,56.6,66.1,68.0
2458870.0,0,0,3,3,3,7,15,7,70.5,71.5,56.0,56.6,65.6,67.9
2458871.0,7,7,3,3,3,0,3,15,71.9,71.4,55.9,56.6,66.6,67.9
2458872.0,7,15,3,0,0,0,3,3,70.8,71.5,55.9,56.6,65.4,67.8
2458873.0,3,0,0,0,3,3,3,0,71.0,71.5,56.0,56.6,66.6,67.8
2458874.0,0,7,3,0,3,0,3,0,72.7,71.4,56.8,56.6,68.0,67.7
2458875.0,7,3,3,0,3,7,3,0,74.7,71.4,57.6,56.6,69.6,67.6
2458876.0,3,3,3,0,0,0,0,0,72.9,71.4,58.3,56.6,70.4,67.6
2458877.0,3,3,3,3,0,3,3,15,74.2,71.4,58.2,56.6,69.8,67.6
2458878.0,15,15,7,7,3,3,7,7,74.3,71.4,58.4,56.6,70.1,67.6
2458879.0,7,15,7,7,7,27,15,15,74.1,71.4,58.3,56.6,70.1,67.6
2458880.0,15,27,7,7,3,3,3,3,73.9,71.4,58.3,56.6,70.5,67.5
2458881.0,3,3,3,3,7,7,7,7,72.5,71.4,58.3,56.6,70.8,67.5
2458882.0,7,3,3,3,0,3,15,7,72.2,71.4,57.5,56.6,69.2,67.5
2458883.0,7,7,7,3,3,3,3,0,72.1,71.3,57.1,56.5,70.7,67.4
2458884.0,15,7,3,3,3,3,0,7,70.3,71.3,56.4,56.5,66.5,67.4
2458885.0,3,7,7,7,3,3,0,3,70.6,71.3,56.4,56.5,66.5,67.3
2458886.0,3,7,27,15,15,7,27,15,71.3,71.2,56.2,56.5,69.1,67.3
2458887.0,15,15,15,7,15,15,15,27,70.8,71.2,56.4,56.5,68.2,67.3
2458888.0,15,7,3,3,7,7,7,3,72.0,71.2,56.5,56.5,64.9,67.4
2458889.0,15,7,3,3,3,7,7,7,70.6,71.3,57.0,56.5,67.0,67.4
2458890.0,7,3,7,7,3,3,3,7,70.2,71.3,56.2,56.5,67.4,67.4
2458891.0,15,15,7,3,0,0,3,3,71.1,71.2,55.8,56.5,66.6,67.4
2458892.0,7,7,3,7,3,0,0,3,71.6,71.2,55.8,56.5,66.5,67.4
2458893.0,0,3,3,3,0,3,3,7,71.2,71.2,56.0,56.5,65.4,67.5
2458894.0,7,3,0,0,0,0,0,3,71.3,71.2,55.8,56.5,63.4,67.5
2458895.0,3,0,0,7,15,3,3,3,70.6,71.2,55.3,56.5,66.2,67.5
2458896.0,7,3,0,3,3,0,3,0,70.5,71.2,56.0,56.5,64.0,67.5
2458897.0,3,3,3,3,3,3,15,15,70.7,71.1,55.9,56.5,65.9,67.5
2458898.0,3,15,27,7,15,15,15,15,71.0,71.1,55.5,56.5,64.4,67.4
2458899.0,7,48,27,27,7,3,3,7,71.0,71.0,55.0,56.5,64.2,67.3
2458900.0,7,15,7,3,7,3,7,15,70.8,71.0,54.8,56.4,64.2,67.3
2458901.0,27,15,15,15,7,15,7,15,71.2,70.9,55.7,56.4,64.3,67.2
2458902.0,15,15,7,7,7,7,15,7,72.3,70.9,56.3,56.4,64.6,67.2
2458903.0,3,0,3,3,3,3,7,7,70.2,70.9,57.2,56.4,68.2,67.2
2458904.0,7,7,0,0,3,3,3,3,70.1,70.9,56.4,56.4,66.1,67.2
2458905.0,7,0,3,0,3,0,0,0,70.6,70.9,56.1,56.4,65.6,67.2
2458906.0,3,3,3,0,3,3,7,3,70.1,70.8,55.5,56.4,64.9,67.2
2458907.0,7,3,3,3,3,0,3,3,70.9,70.8,55.5,56.4,65.8,67.3
2458908.0,7,7,3,3,3,3,3,7,70.6,70.8,55.7,56.4,64.7,67.3
2458909.0,7,7,7,7,7,15,7,27,70.1,70.8,55.7,56.4,65.3,67.4
2458910.0,27,3,7,7,3,3,3,7,69.3,70.8,55.5,56.4,64.4,67.5
2458911.0,7,3,3,3,7,3,3,3,69.3,70.8,55.5,56.4,65.6,67.5
2458912.0,7,3,3,7,7,7,3,7,70.0,70.8,55.3,56.4,65.2,67.6
2458913.0,0,7,3,3,7,15,7,7,69.8,70.8,55.2,56.4,64.7,67.6
2458914.0,3,3,3,3,7,3,3,0,69.5,70.7,55.0,56.4,64.0,67.7
2458915.0,3,3,3,7,7,7,0,0,70.0,70.7,55.5,56.4,65.4,67.6
2458916.0,3,7,7,7,7,3,0,0,69.9,70.6,56.0,56.4,67.0,67.6
2458917.0,3,7,7,3,3,3,7,3,70.2,70.6,55.9,56.3,66.9,67.6
2458918.0,3,7,7,3,3,3,7,3,70.8,70.5,56.1,56.3,69.2,67.6
2458919.0,7,3,7,3,3,3,0,3,70.8,70.4,56.6,56.3,67.6,67.5
2458920.0,3,3,3,3,3,0,0,3,70.5,70.4,56.0,56.2,66.0,67.5
2458921.0,3,7,7,3,7,7,15,3,69.9,70.3,55.7,56.2,65.7,67.5
2458922.0,7,15,7,7,3,3,3,3,68.8,70.3,55.8,56.2,66.2,67.5
2458923.0,0,0,3,3,3,3,3,3,68.1,70.2,55.6,56.2,65.6,67.5
2458924.0,0,3,3,7,7,3,7,7,70.2,70.2,55.7,56.2,65.2,67.5
2458925.0,15,3,3,7,7,7,7,3,69.8,70.2,55.7,56.2,66.7,67.6
2458926.0,7,3,7,7,3,7,3,7,71.6,70.2,56.8,56.2,69.9,67.6
2458927.0,3,3,3,3,7,7,15,7,72.0,70.1,57.0,56.2,68.6,67.7
2458928.0,27,15,15,7,15,7,3,3,72.1,70.1,57.4,56.2,69.9,67.7
2458929.0,15,3,7,0,3,7,7,15,71.7,70.1,57.7,56.2,69.4,67.8
2458930.0,7,7,15,7,7,7,3,7,70.8,70.1,56.7,56.2,67.4,67.9
2458931.0,15,7,3,7,7,7,7,7,70.2,70.1,56.5,56.3,68.3,68.0
2458932.0,15,15,3,15,15,7,15,7,70.4,70.1,56.6,56.3,69.8,68.1
2458933.0,15,7,7,3,3,0,0,0,71.2,70.0,57.1,56.3,72.6,68.1
2458934.0,7,0,0,3,3,0,0,7,71.2,70.0,57.2,56.3,70.1,68.2
2458935.0,3,3,3,3,7,7,3,15,70.2,70.0,56.7,56.4,68.1,68.3
2458936.0,7,7,3,3,3,7,7,0,69.4,70.0,56.0,56.4,68.6,68.3
2458937.0,0,3,3,7,7,0,3,7,69.2,69.9,55.5,56.4,68.8,68.4
2458938.0,3,0,7,7,15,7,3,3,68.8,69.9,56.1,56.4,67.7,68.5
2458939.0,7,7,7,3,3,15,15,27,69.3,69.9,56.6,56.4,70.0,68.6
2458940.0,27,27,27,7,15,7,7,7,69.9,69.9,56.5,56.4,68.2,68.7
2458941.0,7,15,7,3,3,3,3,7,69.2,69.8,56.4,56.4,66.7,68.7
2458942.0,3,7,7,7,3,0,7,15,69.8,69.8,56.6,56.4,69.7,68.8
2458943.0,15,7,3,3,3,7,7,27,69.9,69.7,56.7,56.4,68.8,68.8
2458944.0,7,3,0,7,0,0,7,7,70.1,69.7,57.0,56.4,69.9,68.9
2458945.0,7,7,3,3,3,3,0,3,71.2,69.7,56.9,56.4,70.5,68.9
2458946.0,3,3,3,3,3,0,0,0,69.9,69.7,57.1,56.5,70.3,69.0
2458947.0,0,0,0,3,3,0,7,7,69.9,69.7,56.6,56.5,69.2,69.0
2458948.0,7,15,15,7,15,15,7,15,70.4,69.6,56.8,56.6,68.8,69.2
2458949.0,7,3,3,3,7,3,3,3,70.3,69.6,56.8,56.6,70.3,69.3
2458950.0,0,3,3,7,3,7,3,3,69.2,69.6,57.0,56.6,73.5,69.3
2458951.0,3,3,3,3,7,15,7,7,70.6,69.6,57.1,56.7,72.7,69.5
2458952.0,3,7,7,3,15,7,7,3,70.8,69.6,56.5,56.7,69.7,69.7
2458953.0,7,7,3,3,7,3,3,7,70.3,69.6,56.0,56.7,69.7,69.8
2458954.0,15,15,15,7,3,0,3,15,68.9,69.6,56.0,56.8,67.9,69.9
2458955.0,15,15,7,7,7,3,3,3,68.4,69.6,55.7,56.8,67.4,70.1
2458956.0,7,7,3,3,3,7,3,0,68.5,69.6,55.3,56.9,66.2,70.2
2458957.0,3,3,3,7,3,0,0,3,67.9,69.6,55.6,56.9,68.1,70.3
2458958.0,3,7,7,3,3,3,0,0,69.8,69.6,55.6,56.9,69.0,70.4
