jd,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,F10,F81,S10,S10B,XM10,XM10B
2459565.0,7,15,15,7,3,3,7,7,114.2,93.8,80.3,78.3,107.3,105.4
2459566.0,7,3,3,0,3,3,0,0,117.0,94.0,86.2,78.4,115.9,105.5
2459567.0,3,3,0,3,3,3,7,3,117.4,94.2,90.1,78.5,123.0,105.7
2459568.0,0,0,0,0,7,27,27,48,111.6,94.5,92.8,78.7,132.6,105.8
2459569.0,27,15,7,27,7,15,7,15,118.8,94.9,94.4,78.9,136.3,105.9
2459570.0,27,7,7,3,7,7,15,3,132.2,95.4,96.0,79.1,138.9,106.0
2459571.0,7,15,15,7,15,7,15,3,135.8,95.9,96.8,79.3,140.8,106.3
2459572.0,7,3,0,3,0,3,7,3,125.6,96.4,97.1,79.6,139.2,106.6
2459573.0,3,3,3,7,3,3,3,7,122.1,97.0,96.7,79.9,133.7,106.8
2459574.0,7,3,15,7,7,7,7,3,126.5,97.6,95.2,80.2,128.7,107.2
2459575.0,3,0,0,3,0,0,3,3,121.2,98.2,94.9,80.5,124.5,107.6
2459576.0,7,3,7,7,27,15,7,3,119.9,98.7,94.2,80.9,125.0,108.0
2459577.0,7,15,15,7,3,15,7,3,116.5,99.2,93.6,81.2,125.5,108.5
2459578.0,3,7,3,7,7,7,7,15,107.8,99.8,86.0,81.5,122.7,108.9
2459579.0,15,7,3,15,7,3,7,3,99.0,100.3,82.7,81.9,112.0,109.5
2459580.0,0,3,3,3,3,7,3,3,98.2,100.8,81.0,82.2,107.0,110.0
2459581.0,7,27,15,7,7,15,15,7,90.8,101.3,79.2,82.6,102.7,110.5
2459582.0,15,7,3,7,3,15,7,15,86.0,101.7,76.5,82.9,96.8,110.9
2459583.0,7,27,27,15,7,7,3,7,81.3,102.1,74.3,83.2,93.5,111.2
2459584.0,15,15,3,7,3,0,0,3,82.7,102.4,73.4,83.4,88.6,111.4
2459585.0,3,7,0,0,3,7,0,0,83.7,102.5,71.7,83.6,86.8,111.5
2459586.0,0,0,0,0,0,0,3,0,90.6,102.8,71.8,83.8,89.0,111.7
2459587.0,0,0,0,0,0,0,0,0,103.8,102.9,74.0,83.9,92.0,111.8
2459588.0,0,0,3,3,3,7,48,48,99.1,103.0,76.7,84.0,94.4,111.9
2459589.0,15,15,7,3,7,3,7,15,98.7,103.0,78.1,84.1,104.9,112.0
2459590.0,15,7,3,0,3,7,7,7,98.8,103.1,79.4,84.2,110.8,112.1
2459591.0,3,7,3,3,7,7,3,0,96.7,103.2,79.8,84.4,111.1,112.2
2459592.0,3,3,3,0,3,3,3,3,99.8,103.3,81.5,84.5,117.0,112.4
2459593.0,3,0,0,3,0,0,3,3,102.1,103.4,83.8,84.6,117.7,112.5
2459594.0,0,0,3,3,3,15,27,80,106.6,103.5,89.8,84.8,121.0,112.8
2459595.0,48,15,15,7,15,15,27,48,111.8,103.7,92.7,85.0,123.9,113.0
2459596.0,48,15,15,7,15,15,27,15,115.6,103.9,94.7,85.2,123.6,113.3
2459597.0,15,3,3,7,15,15,7,7,109.9,104.1,94.6,85.4,122.2,113.5
2459598.0,48,15,15,7,15,15,15,15,110.8,104.3,94.0,85.6,126.2,113.8
2459599.0,80,48,27,15,15,7,7,7,101.9,104.6,89.5,85.9,124.1,114.1
2459600.0,15,3,3,0,3,3,3,3,96.1,104.9,90.8,86.1,123.0,114.4
2459601.0,3,0,3,3,7,7,15,15,94.3,105.3,85.3,86.5,118.1,114.9
2459602.0,15,15,7,7,7,7,7,15,92.2,105.7,83.8,86.7,113.9,115.3
2459603.0,15,15,7,7,7,3,3,3,90.6,106.1,82.5,87.1,111.9,115.8
2459604.0,3,0,3,3,3,3,3,7,92.2,106.5,82.1,87.4,111.5,116.2
2459605.0,7,15,15,15,15,15,15,15,97.8,106.8,83.2,87.6,111.1,116.5
2459606.0,7,7,15,15,7,7,7,15,98.7,106.8,84.8,87.8,110.9,116.8
2459607.0,3,3,3,7,7,7,15,15,103.9,106.8,84.8,87.9,113.3,117.0
2459608.0,7,7,7,3,3,3,7,27,110.0,106.7,85.6,87.9,110.8,117.2
2459609.0,27,27,27,15,27,3,3,3,121.6,106.9,90.2,87.9,110.0,117.1
2459610.0,15,15,15,7,7,7,3,15,125.8,107.0,91.5,87.9,109.0,117.0
2459611.0,15,15,7,15,7,7,7,7,125.7,107.0,91.7,88.0,115.9,116.9
2459612.0,7,7,3,3,7,3,3,27,124.9,106.8,92.3,88.0,118.6,116.7
2459613.0,27,15,3,3,7,27,7,3,124.5,106.7,92.7,88.0,114.9,116.5
2459614.0,7,27,48,48,27,15,15,15,122.9,106.5,94.6,88.0,122.6,116.3
2459615.0,27,27,15,27,27,48,48,27,126.0,106.3,95.4,88.0,126.7,116.2
2459616.0,15,15,7,15,15,15,15,7,122.4,106.0,95.9,88.0,127.6,116.1
2459617.0,27,15,15,15,15,7,7,15,120.2,105.8,95.3,88.0,128.4,115.9
2459618.0,7,7,3,3,3,15,7,7,123.7,105.5,95.9,88.0,130.1,115.8
2459619.0,7,0,3,3,3,7,7,3,119.8,105.3,96.1,88.0,134.8,115.6
2459620.0,3,0,3,3,0,0,3,7,122.5,105.3,95.2,88.1,130.2,115.5
2459621.0,15,7,7,7,15,48,48,27,114.9,105.4,95.5,88.1,128.7,115.4
2459622.0,27,15,7,27,3,15,48,27,110.2,105.6,95.0,88.3,127.1,115.5
2459623.0,15,15,7,7,15,15,15,15,107.7,105.9,93.9,88.4,119.9,115.6
2459624.0,27,15,7,15,15,15,15,15,102.8,106.3,92.3,88.6,115.9,115.9
2459625.0,15,7,7,7,7,7,7,3,103.9,106.8,87.5,88.8,113.6,116.2
2459626.0,7,7,3,3,3,0,3,3,111.5,107.3,91.1,89.0,117.7,116.6
2459627.0,3,7,7,7,7,7,15,15,100.4,107.9,86.9,89.3,113.7,117.1
2459628.0,7,7,3,3,3,0,3,3,94.4,108.5,85.3,89.7,113.1,117.6
2459629.0,0,3,3,3,7,7,7,7,91.1,109.1,83.3,90.1,110.5,118.2
2459630.0,15,15,7,7,7,7,7,7,93.5,109.7,82.7,90.6,109.6,118.7
2459631.0,48,15,7,7,3,7,15,7,91.2,110.3,83.3,90.9,111.3,119.1
2459632.0,3,3,7,15,27,15,15,15,95.6,110.9,83.5,91.3,109.7,119.5
2459633.0,15,27,48,15,7,3,7,7,93.3,111.4,83.9,91.7,110.3,119.8
2459634.0,3,0,7,7,7,7,3,7,93.5,111.7,83.6,92.0,114.2,120.0
2459635.0,15,15,7,3,0,3,3,7,90.5,111.9,83.5,92.2,108.5,120.2
2459636.0,7,7,15,15,7,0,0,3,94.2,112.0,84.1,92.3,106.8,120.3
2459637.0,3,0,3,0,0,0,3,3,94.7,111.9,84.3,92.4,105.5,120.4
2459638.0,3,7,27,27,15,15,7,7,95.1,111.9,83.8,92.4,111.1,120.5
2459639.0,7,15,3,7,7,7,7,7,97.1,111.9,84.0,92.5,110.6,120.6
2459640.0,7,7,15,7,7,3,7,7,97.5,111.9,85.8,92.5,112.3,120.6
2459641.0,3,3,3,7,0,3,3,3,107.6,111.9,90.3,92.6,116.4,120.6
2459642.0,3,3,0,3,3,3,7,15,109.0,111.9,88.6,92.6,119.2,120.6
2459643.0,15,15,7,7,7,7,15,15,111.2,112.0,93.0,92.7,124.0,120.6
2459644.0,27,7,7,27,48,27,48,48,120.0,112.2,93.8,92.7,127.0,120.6
2459645.0,48,15,27,15,15,3,7,7,116.0,112.4,93.6,92.8,131.6,120.6
2459646.0,15,15,3,7,15,7,7,7,118.0,112.7,94.4,92.9,131.3,120.6
2459647.0,15,7,3,3,3,3,3,7,115.0,113.1,93.4,93.0,132.2,120.7
2459648.0,15,3,3,3,3,0,3,7,115.0,113.6,90.2,93.1,132.0,120.7
2459649.0,7,3,7,7,7,15,27,7,127.0,114.2,95.3,93.2,130.3,120.9
2459650.0,27,15,27,7,15,15,15,48,127.0,114.7,96.5,93.4,129.7,121.2
2459651.0,48,27,15,3,3,0,3,7,125.0,115.1,101.4,93.5,127.5,121.6
2459652.0,7,3,0,27,80,48,80,80,123.0,115.6,99.7,93.7,125.1,121.9
2459653.0,80,15,7,7,7,7,3,3,115.0,116.0,98.3,93.8,122.0,122.2
2459654.0,3,7,3,3,7,7,3,15,110.0,116.5,96.6,94.0,120.3,122.6
2459655.0,3,0,3,7,7,7,7,7,107.0,116.9,95.2,94.2,118.1,123.0
2459656.0,7,7,7,7,3,3,0,3,103.0,117.2,94.1,94.5,115.7,123.3
2459657.0,7,3,0,3,3,3,3,3,98.0,117.4,92.1,94.7,112.3,123.7
2459658.0,3,0,7,7,3,0,3,7,94.0,117.6,89.3,94.9,110.3,124.0
2459659.0,15,15,7,7,3,3,0,15,95.0,117.6,88.6,95.1,107.9,124.2
2459660.0,7,0,0,3,3,3,3,3,98.0,117.6,88.1,95.3,105.2,124.3
2459661.0,7,15,7,3,3,3,15,7,106.0,117.4,87.7,95.4,103.6,124.3
2459662.0,7,3,7,7,3,7,7,3,106.0,117.4,89.6,95.5,105.6,124.3
2459663.0,15,7,3,15,15,7,3,7,112.0,117.4,87.0,95.5,108.8,124.3
2459664.0,15,15,7,15,7,7,7,3,112.0,117.7,88.5,95.7,113.0,124.4
2459665.0,7,3,3,7,3,7,15,7,119.0,117.9,89.9,95.8,117.6,124.6
2459666.0,7,7,7,15,15,27,27,27,130.0,118.1,91.8,95.9,120.6,124.8
2459667.0,27,27,7,7,3,0,3,3,140.2,118.2,98.1,96.0,127.1,125.0
2459668.0,7,7,7,7,7,7,7,7,147.8,118.4,106.1,96.1,135.1,125.2
2459669.0,3,3,3,7,3,7,7,27,151.0,118.7,109.8,96.3,140.6,125.3
2459670.0,48,48,27,27,27,27,7,15,149.0,119.0,111.0,96.4,143.7,125.5
2459671.0,15,15,27,27,27,15,7,7,147.0,119.5,111.0,96.6,144.4,125.6
2459672.0,27,48,27,7,7,15,27,15,143.0,120.0,110.8,96.7,143.9,125.8
2459673.0,27,7,7,7,7,7,7,15,140.0,120.7,110.9,96.9,141.5,126.0
2459674.0,27,27,15,7,7,7,7,3,128.0,121.4,107.9,97.2,135.7,126.3
2459675.0,7,7,7,7,3,7,3,3,122.0,122.1,105.2,97.5,131.4,126.7
